name,SPE,Easy,Cascade,RUSBoost,DES-P,KNORA-U,DES-KNN,KNOP,META-DES,KNORA-E,DES-KL,DES-RRC
winequality-red-3_vs_5,0.11620791974677051,0.19232306094906568,0.09063174626643339,0.11165420667050642,0.16584683955083415,0.18630657745060755,0.1325133445729577,0.15585055248468244,0.1945606902345068,0.12429534581054535,0.19997202452631507,0.2073473498186588
winequality-red-4,0.1615136476724867,0.1792028382445423,0.09016342060909885,0.10905880595456567,0.15962974579550443,0.17161697003199078,0.13458383366202195,0.1761624091211255,0.20040802466982227,0.11897302096543827,0.1457986840580913,0.1663026067552024
winequality-red-8_vs_6-7,0.15063959041970332,0.14049834572549527,0.14701898037823474,0.1543097049356764,0.17733565941749782,0.16320056524029883,0.14859204693089886,0.23102015983058763,0.22202009198947026,0.14326327514236095,0.17960682906876796,0.18071299213784256
winequality-red-8_vs_6,0.2663749299957232,0.24600212360137438,0.233485988475981,0.2539851939224661,0.3343910434418533,0.3402135484428733,0.3408590450483146,0.3730255482879904,0.36186327621890463,0.3261883739994543,0.3118621951414581,0.36170977331398524
wine_quality,0.28157576954856073,0.2882406160397535,0.26911308143583784,0.053761816900631226,0.2997947438649388,0.34473264640025736,0.2706678070692131,0.3379794110149694,0.37690510883369194,0.1984576644757449,0.22261588094347337,0.2709256420896643
yeast-0-2-5-6_vs_3-7-8-9,0.5537695414345133,0.587801380892603,0.5786973337725183,0.427638642142835,0.49818483931502994,0.5588696638591474,0.446120917782437,0.5365391126931001,0.49759533375671083,0.2974848679058414,0.5163351197224613,0.534846532630065
yeast-0-2-5-7-9_vs_3-6-8,0.8068358291155485,0.8076067435560683,0.8189644459703964,0.7753924521947513,0.6779681793764898,0.7649811760666801,0.7454557977045754,0.7410744454727688,0.7115115311127143,0.5855425437326308,0.7697272748166993,0.7823694129690753
yeast-0-5-6-7-9_vs_4,0.48645484527643834,0.5275241517268696,0.5146152951030191,0.4525431642972505,0.5023569543241899,0.5247749746757573,0.46537538599044775,0.49706765998509067,0.49332252120610637,0.374045697522332,0.5030016551032476,0.5151405206751721
yeast-1-4-5-8_vs_7,0.13287494008798853,0.14383204860858154,0.13595286422571437,0.12508868815048793,0.13332083764551014,0.1405668297709309,0.12831893280814705,0.13802632971353654,0.1021525257611436,0.09490381700981705,0.15805568903146489,0.16629128133623286
yeast-2_vs_4,0.8432063887774136,0.8675889506281662,0.864590383116245,0.7965740155886004,0.7608661503086629,0.7667890780277211,0.7289250044131641,0.7491710097655119,0.7449414870408957,0.6665510636163127,0.7675602114508677,0.7737542002458866
yeast5,0.7986792651792652,0.77956183037665,0.8013206660094895,0.7455046373576647,0.7899791008109704,0.7968772681781326,0.7958518539074094,0.7957830946939134,0.7949153516997782,0.7969697444860844,0.7782126890442426,0.7840701940797288
yeast6,0.5770005751907522,0.6015932388209367,0.6039210122756847,0.5756134366281406,0.5410846508690432,0.5772066407386819,0.47279822859364135,0.5567829201489105,0.5593970548935766,0.38752378700069817,0.6130470487670819,0.6009990872305246
yeast_me2,0.3502869358555048,0.36398757250870833,0.291215289502353,0.28879080434895865,0.3837663600874278,0.404104404146149,0.35359832941104397,0.3863639098305101,0.38802757599379256,0.2858982974370443,0.3521125447346203,0.3700963433018726
yeast_ml8,0.10725941197638972,0.1079227263908668,0.09113518164637874,0.10302065263804433,0.10768661013701045,0.10846369616749416,0.1059071066045837,0.10582530617060863,0.10492830672751703,0.09358407944480088,0.10724415011130306,0.1093117770830033
